link,price,beds,baths,square footage,property type,property address,Latitude,Longitude,description,Heating,Garage,Parking,Garden,Fireplace,Balcony,Pool,Grocery,Restaurants,Shopping,Cafes,Walking,Cycling,Transit,Driving,City
https://www.remax.ca/bc/vancouver-real-estate/151-w-14th-avenue-wp_idm73000671-c8069932-lst,3950000,0,0,5122.0,duplex,"151 W 14TH AVENUE, VANCOUVER, BC V5Y 1W8",49.258753,-123.1087492,"Acreage: 0.14
",,No,No,No,No,No,No,9.2,6.0,5.2,9.0,7.1,9.4,6.1,6.6,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/607-2635-prince-edward-street-wp_idm00000671-r3014364-lst,1164000,2,2,898.0,condo,"607-2635 PRINCE EDWARD STREET, VANCOUVER, BC V5T 4V7",49.2613129,-123.0966171,"Heating: Baseboard
Garage: Yes
Parking Features: Garage Under Building, Underground
",Baseboard,Yes,Yes,No,No,No,No,5.7,9.1,5.7,6.5,9.1,7.9,6.1,7.1,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/1804-89-nelson-street-wp_idm00000671-r3014356-lst,728000,1,1,501.0,condo,"1804-89 NELSON STREET, VANCOUVER, BC V6Z 0E7",49.2747014,-123.1155076,"Heating: Forced Air, Geothermal
Garage: Yes
Parking Features: Underground, Garage Door Opener
Exterior Features: Balcony
",Forced Air,Yes,Yes,No,Yes,No,No,8.4,9.7,8.5,8.4,8.3,5.6,5.3,3.9,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/1204-6085-irmin-street-wp_idm00000671-r3014363-lst,1438000,4,4,1848.0,townhouse,"1204-6085 IRMIN STREET, BURNABY, BC V5J 0J7",49.2159356,-122.9758169,"Heating: Baseboard, Electric, Forced Air
Garage: Yes
Parking Features: Underground, Guest, Side Access, Garage Door Opener
Exterior Features: Balcony
",Baseboard,Yes,Yes,No,Yes,No,No,8.9,7.1,5.5,5.4,7.3,9.3,8.0,5.9,BURNABY
https://www.remax.ca/bc/north-vancouver-real-estate/211-1621-hamilton-avenue-wp_idm00000671-r3014362-lst,588000,1,1,554.0,condo,"211-1621 HAMILTON AVENUE, NORTH VANCOUVER, BC V7P 0B7",49.3235201,-123.1000012,"Heating: Radiant
Garage: Yes
Parking Features: Underground, Lane Access
Exterior Features: Balcony
",Radiant,Yes,Yes,No,Yes,No,No,7.2,6.6,4.9,9.2,6.8,8.7,6.9,7.8,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/2807-1277-hornby-street-wp_idm00000671-r3014352-lst,1760900,0,0,982.0,condo,"2807-1277 HORNBY STREET, VANCOUVER, BC V6Z 1W4",49.278146,-123.1291217,"Heating: Forced Air
Garage: Yes
Parking Features: Underground
Exterior Features: Garden, Balcony
",Forced Air,Yes,Yes,No,Yes,No,Yes,6.0,5.0,7.0,4.5,8.8,4.7,8.8,6.9,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/571-2080-w-broadway-wp_idm00000671-r3014344-lst,849000,1,1,701.0,condo,"571-2080 W BROADWAY, VANCOUVER, BC V6J 0C7",49.2636457,-123.1518887,"Heating: Forced Air, Heat Pump
Garage: Yes
Parking Features: Underground, Rear Access
Exterior Features: Garden, Balcony
",Forced Air,Yes,Yes,No,Yes,No,Yes,6.1,7.9,5.3,7.6,6.9,6.0,6.3,7.0,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/2304-485-w-42nd-avenue-wp_idm00000671-r3014343-lst,1088000,1,1,594.0,condo,"2304-485 W 42ND AVENUE, VANCOUVER, BC V5Z 3A6",49.2331811,-123.115791,"Heating: Heat Pump
Parking Features: Guest
Exterior Features: Garden, Playground, Balcony
",Heat Pump,No,Yes,No,Yes,No,Yes,6.2,9.3,9.5,4.2,7.9,4.9,5.8,6.3,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/2305-2225-holdom-avenue-wp_idm00000671-r3014338-lst,1099000,2,2,1388.0,condo,"2305-2225 HOLDOM AVENUE, BURNABY, BC V5B 0A1",49.2641046,-122.9812338,"Heating: Baseboard
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Side Access
Fireplace Features: Electric
Exterior Features: Garden, Balcony
",Baseboard,Yes,Yes,Yes,Yes,No,Yes,9.9,9.6,9.2,6.6,8.6,9.5,6.3,5.0,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/404-2755-maple-street-wp_idm00000671-r2995200-lst,799999,1,1,720.0,condo,"404-2755 MAPLE STREET, VANCOUVER, BC V6J 5K1",49.2611689,-123.1508887,"Heating: Radiant
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Lane Access, Side Access
Fireplace Features: Insert, Gas
Exterior Features: Balcony
",Radiant,Yes,Yes,Yes,Yes,No,No,9.1,7.3,4.3,7.1,8.3,6.8,8.3,9.1,VANCOUVER
https://www.remax.ca/luxury/bc/burnaby-real-estate/805-everett-crescent-wp_idm00000671-r3014346-lst,1888000,4,4,2106.0,house,"805 EVERETT CRESCENT, BURNABY, BC V5A 2N3",49.2771673,-122.9541239,"Heating: Forced Air
Fireplace: Yes
Basement: Full
Acreage: 0.14
Garage: Yes
Parking Features: Garage Single, Front Access, Aggregate
Fireplace Features: Electric
",Forced Air,Yes,Yes,Yes,No,No,No,8.6,9.1,5.1,8.6,7.3,8.0,5.7,6.9,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/1504-1212-howe-street-wp_idm00000671-r3014325-lst,575000,1,1,591.0,condo,"1504-1212 HOWE STREET, VANCOUVER, BC V6Z 2M9",49.2775151,-123.1273586,"Heating: Electric
Garage: Yes
Parking Features: Underground, Rear Access
Exterior Features: Balcony
",Electric,Yes,Yes,No,Yes,No,No,9.1,10.0,6.1,9.2,9.9,9.6,8.7,8.2,VANCOUVER
https://www.remax.ca/luxury/bc/burnaby-real-estate/805-everett-crescent-wp_idm00000671-r3014346-lst,1888000,4,4,2106.0,house,"805 EVERETT CRESCENT, BURNABY, BC V5A 2N3",49.2771673,-122.9541239,"Heating: Forced Air
Fireplace: Yes
Basement: Full
Acreage: 0.14
Garage: Yes
Parking Features: Garage Single, Front Access, Aggregate
Fireplace Features: Electric
",Forced Air,Yes,Yes,Yes,No,No,No,8.7,6.6,8.7,5.2,5.8,8.9,8.0,5.0,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/1504-1212-howe-street-wp_idm00000671-r3014325-lst,575000,1,1,591.0,condo,"1504-1212 HOWE STREET, VANCOUVER, BC V6Z 2M9",49.2775151,-123.1273586,"Heating: Electric
Garage: Yes
Parking Features: Underground, Rear Access
Exterior Features: Balcony
",Electric,Yes,Yes,No,Yes,No,No,7.6,5.1,9.1,6.2,7.6,9.0,8.3,9.6,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/1-5459-rhodes-street-wp_idm00000671-r3014335-lst,1988000,5,5,1824.0,duplex,"1-5459 RHODES STREET, VANCOUVER, BC V5R 3P1",49.2352093,-123.0505951,"Heating: Electric, Radiant
Basement: Crawl Space, Finished, Exterior Entry
Acreage: 0.11
Garage: Yes
Parking Features: Front Access, Lane Access, Concrete, Gravel, Garage Door Opener
Exterior Features: Balcony, Private Yard
",Electric,Yes,Yes,No,Yes,No,No,9.4,9.2,6.2,4.8,6.2,5.8,8.4,7.0,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/954-w-15th-avenue-wp_idm00000671-r3014329-lst,1498800,3,3,1261.0,townhouse,"954 W 15TH AVENUE, VANCOUVER, BC V5Z 1R9",49.2576693,-123.1261782,"Heating: Hot Water, Radiant
Garage: Yes
Parking Features: Garage Single
Exterior Features: Balcony
",Hot Water,Yes,Yes,No,Yes,No,No,10.0,9.9,8.8,7.8,6.9,8.6,8.9,8.2,VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/749-w-60th-avenue-wp_idm00000671-r3014318-lst,3180000,5,5,2800.0,house,"749 W 60TH AVENUE, VANCOUVER, BC V6P 2A1",49.2162564,-123.1216047,"Heating: Forced Air, Natural Gas
Fireplace: Yes
Basement: Full, Partially Finished, Exterior Entry
Acreage: 0.13
Garage: Yes
Parking Features: Garage Single, Rear Access
Fireplace Features: Wood Burning
",Forced Air,Yes,Yes,Yes,No,No,No,8.7,9.7,5.4,4.6,6.4,7.7,8.6,5.3,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/204-2680-arbutus-street-wp_idm00000671-r3014317-lst,749800,1,1,703.0,condo,"204-2680 ARBUTUS STREET, VANCOUVER, BC V6J 5L8",49.2622116,-123.1527125,"Heating: Baseboard, Electric
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Side Access, Garage Door Opener
Fireplace Features: Gas
Exterior Features: No Outdoor Area
",Baseboard,Yes,Yes,Yes,No,No,No,5.4,7.5,8.8,8.0,6.7,6.6,6.9,8.3,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/ph5-2410-cornwall-avenue-wp_idm00000671-r3014313-lst,825000,1,1,789.0,condo,"PH5-2410 CORNWALL AVENUE, VANCOUVER, BC V6K 1B8",49.2724213,-123.1601953,"Heating: Baseboard, Electric, Wood
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Rear Access, Garage Door Opener
Fireplace Features: Wood Burning
",Baseboard,Yes,Yes,Yes,No,No,No,8.6,6.5,5.5,6.4,8.1,7.3,7.4,6.8,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/2305-4730-lougheed-highway-wp_idm00000671-r3014314-lst,839900,2,2,727.0,condo,"2305-4730 LOUGHEED HIGHWAY, BURNABY, BC V5C 0M9",49.2657401,-122.9967648,"Heating: Heat Pump
Garage: Yes
Parking Features: Underground, Guest
Exterior Features: Balcony
",Heat Pump,Yes,Yes,No,Yes,No,No,5.8,6.6,7.8,9.7,8.4,6.6,6.2,6.5,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/102-3905-springtree-drive-wp_idm00000671-r3014303-lst,1850000,2,2,1226.0,condo,"102-3905 SPRINGTREE DRIVE, VANCOUVER, BC V6L 3E2",49.2512408,-123.153802,"Heating: Electric, Natural Gas
Fireplace: Yes
Parking Features: Additional Parking, Guest, Front Access, Concrete
Fireplace Features: Gas
",Electric,No,Yes,Yes,No,No,No,7.7,5.6,4.7,6.3,8.9,5.2,7.2,8.9,VANCOUVER
https://www.remax.ca/luxury/bc/north-vancouver-real-estate/3970-phyllis-road-wp_idm00000671-r3014309-lst,1899000,4,4,2354.0,house,"3970 PHYLLIS ROAD, NORTH VANCOUVER, BC V7K 2V1",49.3455295,-123.0230256,"Heating: Baseboard, Electric, Forced Air
Fireplace: Yes
Basement: Finished, Exterior Entry
Acreage: 0.09
Garage: Yes
Parking Features: Garage Single, Front Access
Fireplace Features: Wood Burning
",Baseboard,Yes,Yes,Yes,No,No,No,6.2,9.3,7.1,9.7,6.5,6.9,10.0,7.0,NORTH VANCOUVER
https://www.remax.ca/luxury/bc/north-vancouver-real-estate/880-ruckle-court-wp_idm00000671-r3014299-lst,1990000,3,3,2039.0,house,"880 RUCKLE COURT, NORTH VANCOUVER, BC V7H 2P6",49.3135618,-122.9756719,"Heating: Forced Air, Natural Gas
Fireplace: Yes
Basement: Crawl Space
Acreage: 0.11
Garage: Yes
Parking Features: Garage Double, Front Access, Asphalt
Fireplace Features: Gas
Exterior Features: Private Yard
",Forced Air,Yes,Yes,Yes,No,No,No,9.5,8.1,8.1,8.1,7.0,6.7,5.3,4.6,NORTH VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/3325-e-49th-avenue-wp_idm00000671-r3014306-lst,2200000,4,4,3002.0,house,"3325 E 49TH AVENUE, VANCOUVER, BC V5S 1L7",49.2248882,-123.0345659,"Heating: Forced Air, Natural Gas
Fireplace: Yes
Basement: Unfinished
Acreage: 0.13
Parking Features: Detached, Front Access, Lane Access, Gravel
Fireplace Features: Wood Burning
Exterior Features: No Outdoor Area
",Forced Air,No,Yes,Yes,No,No,No,9.2,8.8,8.2,4.2,8.8,5.4,7.8,4.7,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/702-438-seymour-street-wp_idm00000671-r3014300-lst,549000,1,1,560.0,condo,"702-438 SEYMOUR STREET, VANCOUVER, BC V6B 6H4",49.2841193,-123.1133653,"Heating: Baseboard
Garage: Yes
Parking Features: Underground
Exterior Features: No Outdoor Area
",Baseboard,Yes,Yes,No,No,No,No,7.6,7.8,5.2,9.0,7.4,9.2,8.4,5.1,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/311-2520-guelph-street-wp_idm00000671-r3014293-lst,649900,1,1,630.0,condo,"311-2520 GUELPH STREET, VANCOUVER, BC V5T 0K7",49.2621646,-123.094771,"Heating: Baseboard, Electric
Garage: Yes
Parking Features: Garage Under Building
Exterior Features: Balcony
",Baseboard,Yes,Yes,No,Yes,No,No,8.8,8.1,8.3,5.3,7.8,8.3,7.9,8.9,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/ph6-511-w-7th-avenue-wp_idm00000671-r3014291-lst,679000,1,1,747.0,condo,"PH6-511 W 7TH AVENUE, VANCOUVER, BC V5Z 4R2",49.2652167,-123.1161919,"Heating: Baseboard, Electric, Natural Gas
Fireplace: Yes
Garage: Yes
Parking Features: Garage Under Building
Fireplace Features: Gas
Exterior Features: Garden, No Outdoor Area
",Baseboard,Yes,Yes,Yes,No,No,Yes,5.7,9.2,4.9,5.3,8.6,6.8,9.6,4.5,VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/311-st-andrews-avenue-wp_idm00000671-r3014290-lst,1239999,4,4,1574.0,townhouse,"311 ST. ANDREWS AVENUE, NORTH VANCOUVER, BC V7L 4P5",49.3111955,-123.0708484,"Heating: Baseboard, Electric
Parking Features: Carport Multiple
Exterior Features: Balcony
",Baseboard,No,Yes,No,Yes,No,No,8.4,7.9,8.8,9.2,9.3,8.4,7.1,5.0,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/901-1180-broughton-street-wp_idm00000671-r3014289-lst,1458000,2,2,980.0,condo,"901-1180 BROUGHTON STREET, VANCOUVER, BC V6G 2B1",49.2837035,-123.1359371,"Heating: Heat Pump
Garage: Yes
Parking Features: Underground
Exterior Features: Garden, Balcony
",Heat Pump,Yes,Yes,No,Yes,No,Yes,9.0,6.0,8.1,8.2,9.9,7.7,5.9,7.2,VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/1406-1320-chesterfield-avenue-wp_idm00000671-r3014287-lst,649000,1,1,568.0,condo,"1406-1320 CHESTERFIELD AVENUE, NORTH VANCOUVER, BC V7M 9A7",49.3203567,-123.0751964,"Heating: Hot Water
Fireplace: Yes
Garage: Yes
Parking Features: Other, Front Access, Asphalt, Garage Door Opener
Fireplace Features: Insert, Electric
Exterior Features: Garden, Playground, Balcony
",Hot Water,Yes,Yes,Yes,Yes,No,Yes,6.2,7.1,8.4,9.1,9.9,7.2,8.7,8.5,NORTH VANCOUVER
https://www.remax.ca/luxury/bc/north-vancouver-real-estate/4869-capilano-road-wp_idm00000671-r3014285-lst,2749000,5,5,4882.0,house,"4869 CAPILANO ROAD, NORTH VANCOUVER, BC V7R 4K4",49.3570337,-123.1069599,"Heating: Baseboard, Forced Air, Heat Pump
Fireplace: Yes
Basement: None
Acreage: 0.24
Garage: Yes
Parking Features: Carport Multiple, Garage Double, Open, Front Access, Garage Door Opener
Fireplace Features: Gas
Exterior Features: Balcony, Private Yard
",Baseboard,Yes,Yes,Yes,Yes,No,No,9.2,5.3,4.4,8.6,6.9,7.5,9.8,7.9,NORTH VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/104-3690-banff-court-wp_idm00000671-r3014281-lst,998000,2,2,1353.0,condo,"104-3690 BANFF COURT, NORTH VANCOUVER, BC V7H 2Y7",49.3191797,-122.9697165,"Heating: Baseboard, Natural Gas
Fireplace: Yes
Garage: Yes
Parking Features: Garage Under Building, Front Access, Asphalt
Fireplace Features: Gas
Exterior Features: Balcony
",Baseboard,Yes,Yes,Yes,Yes,No,No,5.1,9.4,9.4,4.4,9.5,5.4,9.2,7.6,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/1202-1003-burnaby-street-wp_idm00000671-r3014277-lst,699900,1,1,643.0,condo,"1202-1003 BURNABY STREET, VANCOUVER, BC V6E 4R7",49.2787386,-123.1303405,"Heating: Baseboard, Electric
Fireplace: Yes
Garage: Yes
Parking Features: Underground
Fireplace Features: Gas
Exterior Features: Garden, Balcony
",Baseboard,Yes,Yes,Yes,Yes,No,Yes,7.8,7.1,9.4,6.2,7.6,9.1,8.8,4.8,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/1205-4250-dawson-street-wp_idm00000671-r3014276-lst,595000,1,1,651.0,condo,"1205-4250 DAWSON STREET, BURNABY, BC V5C 4B1",49.2642373,-123.0105505,"Heating: Baseboard, Electric
Fireplace: Yes
Garage: Yes
Parking Features: Garage Double, Front Access, Concrete
Fireplace Features: Electric
Exterior Features: Balcony
",Baseboard,Yes,Yes,Yes,Yes,No,No,9.8,8.3,5.7,7.6,7.3,5.7,5.4,7.7,BURNABY
https://www.remax.ca/bc/north-vancouver-real-estate/605-168-e-esplanade-avenue-wp_idm00000671-r3014266-lst,579999,1,1,527.0,condo,"605-168 E ESPLANADE AVENUE, NORTH VANCOUVER, BC V7L 4X8",49.3103907,-123.0773369,"Heating: Forced Air
Fireplace: Yes
Garage: Yes
Parking Features: Garage Under Building, Front Access
Fireplace Features: Electric
Exterior Features: Balcony
",Forced Air,Yes,Yes,Yes,Yes,No,No,6.5,7.1,8.0,9.9,7.4,9.9,9.3,8.1,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/16-2375-w-broadway-wp_idm00000671-r3014256-lst,1080000,2,2,923.0,townhouse,"16-2375 W BROADWAY, VANCOUVER, BC V6K 2E6",49.2642572,-123.159269,"Heating: Baseboard, Electric, Natural Gas
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Lane Access
Fireplace Features: Gas
Exterior Features: Garden, Private Yard
",Baseboard,Yes,Yes,Yes,No,No,Yes,9.7,5.1,4.1,4.8,5.7,9.6,8.7,4.8,VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/2638-w-36th-avenue-wp_idm00000671-r3014271-lst,3566000,6,6,4206.0,house,"2638 W 36TH AVENUE, VANCOUVER, BC V6N 2P5",49.2391867,-123.1646924,"Heating: Natural Gas
Fireplace: Yes
Basement: Full
Acreage: 0.18
Parking Features: Carport Multiple
Fireplace Features: Other
Exterior Features: Balcony
",Natural Gas,No,Yes,Yes,Yes,No,No,6.0,8.5,9.6,6.3,7.4,8.6,9.7,5.4,VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/6272-logan-lane-wp_idm00000671-r3014264-lst,2380000,4,4,2432.0,townhouse,"6272 LOGAN LANE, VANCOUVER, BC V6T 2K9",49.2591236,-123.2463496,"Heating: Baseboard, Natural Gas
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Rear Access, Garage Door Opener
Fireplace Features: Gas
Exterior Features: Garden, Private Yard
",Baseboard,Yes,Yes,Yes,No,No,Yes,6.4,7.8,6.9,7.7,8.0,7.9,9.5,6.0,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/302-4240-cambie-street-wp_idm00000671-r3014249-lst,1288800,2,2,895.0,condo,"302-4240 CAMBIE STREET, VANCOUVER, BC V5Z 0K6",49.2475249,-123.1151268,"Heating: Forced Air, Heat Pump
Garage: Yes
Parking Features: Garage Single, Rear Access
Exterior Features: Garden, Playground, Balcony
",Forced Air,Yes,Yes,No,Yes,No,Yes,8.3,8.5,8.0,4.9,5.5,5.0,7.6,5.6,VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/506-175-victory-ship-way-wp_idm00000671-r3014252-lst,1749000,3,3,1361.0,condo,"506-175 VICTORY SHIP WAY, NORTH VANCOUVER, BC V7L 0G1",49.309479,-123.0783243,"Heating: Heat Pump
Garage: Yes
Waterfront: Yes
Parking Features: Underground
Exterior Features: Balcony
",Heat Pump,Yes,Yes,No,Yes,No,No,9.7,9.5,6.7,5.2,8.4,4.9,7.5,6.0,NORTH VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/102-135-w-21st-street-wp_idm00000671-r3014246-lst,449000,1,1,634.0,condo,"102-135 W 21ST STREET, NORTH VANCOUVER, BC V7M 1Z2",49.3280526,-123.0743002,"Heating: Hot Water
Garage: Yes
Parking Features: Underground
Exterior Features: Balcony
",Hot Water,Yes,Yes,No,Yes,No,No,6.1,5.5,7.7,4.4,4.9,10.0,7.4,9.7,NORTH VANCOUVER
https://www.remax.ca/bc/north-vancouver-real-estate/211-1496-charlotte-road-wp_idm00000671-r3014244-lst,899000,3,3,978.0,condo,"211-1496 CHARLOTTE ROAD, NORTH VANCOUVER, BC V7J 0C9",49.309944,-123.0330459,"Heating: Hot Water, Radiant
Garage: Yes
Parking Features: Garage Under Building, Front Access
Exterior Features: Garden, Playground, Balcony
",Hot Water,Yes,Yes,No,Yes,No,Yes,7.0,5.8,5.1,5.9,5.7,9.8,8.7,3.9,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/1505-811-helmcken-street-wp_idm00000671-r3014237-lst,799000,2,2,821.0,condo,"1505-811 HELMCKEN STREET, VANCOUVER, BC V6Z 1B1",49.2791922,-123.1255372,"Heating: Baseboard, Electric
Garage: Yes
Parking Features: Underground, Rear Access
Exterior Features: Balcony
",Baseboard,Yes,Yes,No,Yes,No,No,5.4,6.7,4.9,8.4,7.4,6.1,6.2,8.9,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/1707-4178-dawson-street-wp_idm00000671-r3014235-lst,575000,1,1,635.0,condo,"1707-4178 DAWSON STREET, BURNABY, BC V5C 0A4",49.2636896,-123.0126599,"Heating: Baseboard, Electric
Fireplace: Yes
Garage: Yes
Parking Features: Underground, Guest, Side Access
Fireplace Features: Electric
Exterior Features: Balcony
",Baseboard,Yes,Yes,Yes,Yes,No,No,5.8,7.7,7.4,6.9,5.3,4.9,5.1,7.1,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/709-233-robson-street-wp_idm00000671-r3014232-lst,499800,1,1,574.0,condo,"709-233 ROBSON STREET, VANCOUVER, BC V6B 0E8",49.2785518,-123.1150367,"Heating: Baseboard
Garage: Yes
Parking Features: Underground, Side Access
Exterior Features: Balcony
",Baseboard,Yes,Yes,No,Yes,No,No,7.5,6.3,5.8,8.9,9.6,9.1,6.3,6.9,VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/7310-gladstone-street-wp_idm00000671-r3014238-lst,2599000,7,7,2918.0,house,"7310 GLADSTONE STREET, VANCOUVER, BC V5P 4G8",49.2177856,-123.0618339,"Heating: Forced Air, Natural Gas
Fireplace: Yes
Basement: Full
Acreage: 0.10
Parking Features: Open, Rear Access, Side Access
Fireplace Features: Wood Burning
Exterior Features: Balcony
",Forced Air,No,Yes,Yes,Yes,No,No,6.9,5.9,6.1,6.7,4.9,8.7,5.4,5.4,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/703-2041-bellwood-avenue-wp_idm00000671-r3014227-lst,448000,1,1,702.0,condo,"703-2041 BELLWOOD AVENUE, BURNABY, BC V5B 4V5",49.2659087,-122.9895799,"Heating: Electric
Garage: Yes
Parking Features: Underground, Guest, Side Access
Exterior Features: Tennis Court(s), Balcony
",Electric,Yes,Yes,No,Yes,No,No,7.6,7.7,9.3,8.3,7.3,5.3,6.3,3.6,BURNABY
https://www.remax.ca/bc/vancouver-real-estate/804-1250-burnaby-street-wp_idm00000671-r3014220-lst,289900,0,0,411.0,condo,"804-1250 BURNABY STREET, VANCOUVER, BC V6E 1P5",49.2815883,-123.1355313,"Heating: Baseboard, Hot Water
Garage: Yes
Parking Features: Garage Under Building, Open, Lane Access
Exterior Features: No Outdoor Area
",Baseboard,Yes,Yes,No,No,No,No,5.4,8.5,4.7,8.0,7.8,8.7,6.0,7.0,VANCOUVER
https://www.remax.ca/luxury/bc/vancouver-real-estate/2249-fraserview-drive-wp_idm00000671-r3014226-lst,2890000,7,7,4014.0,house,"2249 FRASERVIEW DRIVE, VANCOUVER, BC V5P 2N2",49.2116741,-123.0606446,"Heating: Radiant
Fireplace: Yes
Basement: Finished, Exterior Entry
Acreage: 0.14
Garage: Yes
Parking Features: Carport Single, Detached, Garage Triple, Lane Access
Fireplace Features: Gas
Exterior Features: Balcony
",Radiant,Yes,Yes,Yes,Yes,No,No,7.0,9.9,4.0,6.5,9.1,7.4,8.5,4.6,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/2508-1495-richards-street-wp_idm00000671-r3014219-lst,820000,1,1,728.0,condo,"2508-1495 RICHARDS STREET, VANCOUVER, BC V6Z 3E3",49.2736071,-123.1281418,"Heating: Baseboard, Electric
Garage: Yes
Parking Features: Underground, Front Access
Exterior Features: Balcony
",Baseboard,Yes,Yes,No,Yes,No,No,7.4,7.7,4.4,8.8,7.7,8.8,5.6,7.6,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/4320-nanaimo-street-wp_idm00000671-r3014207-lst,1599000,5,5,1528.0,duplex,"4320 NANAIMO STREET, VANCOUVER, BC V5N 5J1",49.2460481,-123.0562776,"Heating: Heat Pump
Fireplace: Yes
Basement: Finished, Exterior Entry
Acreage: 0.09
Garage: Yes
Parking Features: Garage Single
Fireplace Features: Electric
",Heat Pump,Yes,Yes,Yes,No,No,No,8.1,8.3,8.1,8.7,5.5,9.8,5.7,5.7,VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/311-159-w-2nd-avenue-wp_idm00000671-r3014212-lst,624900,1,1,577.0,condo,"311-159 W 2ND AVENUE, VANCOUVER, BC V5Y 0L8",49.2696151,-123.1080413,"Heating: Baseboard
Garage: Yes
Parking Features: Underground
Exterior Features: Garden, No Outdoor Area
",Baseboard,Yes,Yes,No,No,No,Yes,5.7,9.5,9.5,6.1,8.9,5.7,8.0,4.8,VANCOUVER
https://www.remax.ca/bc/burnaby-real-estate/68-6878-southpoint-drive-wp_idm00000671-r3014206-lst,859990,2,2,1083.0,townhouse,"68-6878 SOUTHPOINT DRIVE, BURNABY, BC V3N 5E4",49.2088894,-122.9580255,"Heating: Baseboard, Electric
Fireplace: Yes
Garage: Yes
Parking Features: Additional Parking, Garage Under Building, Guest, Front Access
Fireplace Features: Insert, Electric
Exterior Features: Garden, Playground
",Baseboard,Yes,Yes,Yes,No,No,Yes,5.5,6.8,9.3,4.6,9.1,8.2,8.5,4.1,BURNABY
https://www.remax.ca/luxury/bc/north-vancouver-real-estate/4-1960-glenaire-drive-wp_idm00000671-r3014184-lst,1889000,4,4,2000.0,townhouse,"4-1960 GLENAIRE DRIVE, NORTH VANCOUVER, BC V7P 1Y1",49.3284478,-123.1230348,"Heating: Electric, Heat Pump
Fireplace: Yes
Garage: Yes
Parking Features: Garage Under Building
Fireplace Features: Electric
Exterior Features: Balcony
",Electric,Yes,Yes,Yes,Yes,No,No,8.3,9.2,9.9,7.4,9.4,4.8,7.4,4.9,NORTH VANCOUVER
https://www.remax.ca/bc/vancouver-real-estate/201-5605-hampton-place-wp_idm00000671-r3014175-lst,928000,2,2,863.0,condo,"201-5605 HAMPTON PLACE, VANCOUVER, BC V6T 2H2",49.2578493,-123.2323621,"Heating: Electric
Garage: Yes
Parking Features: Garage Under Building
Exterior Features: Balcony
",Electric,Yes,Yes,No,Yes,No,No,8.8,7.0,8.5,9.5,7.4,5.2,6.3,3.8,VANCOUVER
